"","species","lon","lat"
"5317","Calyptranthes pallens",-77.5,18.083333
"5318","Calyptranthes pallens",-87.644444,19.793056
"5319","Calyptranthes pallens",-85.92,13
"5320","Calyptranthes pallens",-87.6467700771812,19.7949708468063
"5321","Calyptranthes pallens",-87.644444,19.794444
"5322","Calyptranthes pallens",-85.53333,11.45
"5323","Calyptranthes pallens",-85.516667,11.466667
"5324","Calyptranthes pallens",-87.976389,19.613889
"5325","Calyptranthes pallens",-87.6562203072979,19.7962807667121
"5326","Calyptranthes pallens",-95.375,18.575
"5327","Calyptranthes pallens",-85.88333,12.98333
"5328","Calyptranthes pallens",-85.866667,12.966667
"5329","Calyptranthes pallens",-86.26666,13.25
"5330","Calyptranthes pallens",-86.25,13.2
"5331","Calyptranthes pallens",-86.266667,13.25
"5332","Calyptranthes pallens",-96.551667,17.588333
"5333","Calyptranthes pallens",-96.569603,17.583397
"5334","Calyptranthes pallens",-85.9,13.016667
"5335","Calyptranthes pallens",-85.53333,12.41666
"5336","Calyptranthes pallens",-88.529722,18.446667
"5337","Calyptranthes pallens",-85.9,13.23333
"5338","Calyptranthes pallens",-86.233333,13.233333
"5339","Calyptranthes pallens",-85.83333,12.9
"5340","Calyptranthes pallens",-86.51666,13.4
"5341","Calyptranthes pallens",-85.916667,13
"5342","Calyptranthes pallens",-85.91,13
"5343","Calyptranthes pallens",-86.23333,13.23333
"5344","Calyptranthes pallens",-86.21666,13.21666
"5345","Calyptranthes pallens",-87.358333,20.334722
"5346","Calyptranthes pallens",-87.481944,20.041667
"5347","Calyptranthes pallens",-85.93333,13.01666
"5348","Calyptranthes pallens",-85.916667,12.983333
"5349","Calyptranthes pallens",-88.566667,16.45
"5350","Calyptranthes pallens",-85.9,13.01666
"5351","Calyptranthes pallens",-87.452778,20.218056
"5352","Calyptranthes pallens",-82.536111,8.486111
"5353","Calyptranthes pallens",-68.483333,18.566667
"5354","Calyptranthes pallens",-87.983333,19.608333
"5355","Calyptranthes pallens",-68.48,18.57
"5356","Calyptranthes pallens",-68.4833,18.5667
"5357","Calyptranthes pallens",-77.36667,17.883
"5358","Calyptranthes pallens",-87.622222,20.647222
"5359","Calyptranthes pallens",-87.46,20.89
"5360","Calyptranthes pallens",-87.466111,20.892222
"5361","Calyptranthes pallens",-77.36667,17.85
"5362","Calyptranthes pallens",-86.904167,20.847222
"5363","Calyptranthes pallens",-87.334722,20.454167
"5364","Calyptranthes pallens",-87.654167,19.797222
"5365","Calyptranthes pallens",-87.35,20.347222
"5366","Calyptranthes pallens",-85.933333,13.016667
"5367","Calyptranthes pallens",-85.7,13.25
"5368","Calyptranthes pallens",-93.333333,16.75
"5369","Calyptranthes pallens",-82.183333,8.666667
"5370","Calyptranthes pallens",-85.516667,11.45
"5371","Calyptranthes pallens",-85.933333,13.033333
"5372","Calyptranthes pallens",-85.925,13.02222
"5373","Calyptranthes pallens",-85.904444,13.019167
"5374","Calyptranthes pallens",-86.905556,20.840278
"5375","Calyptranthes pallens",-78.76,9.10583
"5376","Calyptranthes pallens",-78.573611,8.687778
"5377","Calyptranthes pallens",-82.233333,8.75
"5378","Calyptranthes pallens",-92.4,16.433333
"5379","Calyptranthes pallens",-86.61666,13.33333
"5380","Calyptranthes pallens",-84.11916,10.10305
"5381","Calyptranthes pallens",-77,6
"5382","Calyptranthes pallens",-77.179415,8.130153
"5383","Calyptranthes pallens",-79.34638,9.26222
"5384","Calyptranthes pallens",-94.616667,17.266667
"5385","Calyptranthes pallens",-94.675,17.258333
"5386","Calyptranthes pallens",-85.922222,13.006944
"5387","Calyptranthes pallens",-81.138889,8.515
"5388","Calyptranthes pallens",-88.083333,14.916667
"5389","Calyptranthes pallens",-83.97,9.81611
"5390","Calyptranthes pallens",-93.45,16.95
"5391","Calyptranthes pallens",-84.01,10.05
"5392","Calyptranthes pallens",-83.98333,9.95
"5393","Calyptranthes pallens",-89.444444,16.394722
"5394","Calyptranthes pallens",-92.900556,16.817222
"5395","Calyptranthes pallens",-83.92,9.78
"5396","Calyptranthes pallens",-71.448228,17.801444
"5397","Calyptranthes pallens",-86.072222,13.027778
"5398","Calyptranthes pallens",-77.733333,8.016667
"5399","Calyptranthes pallens",-85.902778,13.022222
"5400","Calyptranthes pallens",-85.783333,13.033333
"5401","Calyptranthes pallens",-85.925,13.00833
"5402","Calyptranthes pallens",-77.73333,7.91666
"5403","Calyptranthes pallens",-84.37,10.18
"5404","Calyptranthes pallens",-85.98333,13.05
"5405","Calyptranthes pallens",-85.9225,13.008333
"5406","Calyptranthes pallens",-93.441667,16.858333
"5407","Calyptranthes pallens",-69.610338,18.456149
"5408","Calyptranthes pallens",-84.22,10.18
"5409","Calyptranthes pallens",-84.10805,10.09777
"5410","Calyptranthes pallens",-66.988822,18.155975
"5411","Calyptranthes pallens",-85.91666,13.01666
"5412","Calyptranthes pallens",-84,10.5
"5413","Calyptranthes pallens",-84.06916,10.06305
"5414","Calyptranthes pallens",-66.076,18.127934
"5415","Calyptranthes pallens",-66.93309,18.173115
"5416","Calyptranthes pallens",-66.392925,18.438029
"5417","Calyptranthes pallens",-66.051048,18.103623
"5418","Calyptranthes pallens",-99.644722,17.501111
"5419","Calyptranthes pallens",-76.7,17.95
"5420","Calyptranthes pallens",-83.946068,9.896522
"5421","Calyptranthes pallens",-83.643889,9.888889
"5422","Calyptranthes pallens",-104.366667,19.766667
"5423","Calyptranthes pallens",-83.9519,10.0114
"5424","Calyptranthes pallens",-92.505,15.408333
"5425","Calyptranthes pallens",-85.96666,13.1
"5426","Calyptranthes pallens",-92.7057742854888,16.7960428799518
"5427","Calyptranthes pallens",-92.7,16.79
"5428","Calyptranthes pallens",-95.01042,16.682699
"5429","Calyptranthes pallens",-89.73333,13.9
"5430","Calyptranthes pallens",-89.73,13.9
"5431","Calyptranthes pallens",-89.15,14.35
"5432","Calyptranthes pallens",-94.62,17.77
"5433","Calyptranthes pallens",-84.37,10.16
"5434","Calyptranthes pallens",-82.445833,8.825
"5435","Calyptranthes pallens",-84.5,10.5
"5436","Calyptranthes pallens",-92.61,15.41
"5437","Calyptranthes pallens",-84.400556,10.209444
"5438","Calyptranthes pallens",-84.38111,10.21166
"5439","Calyptranthes pallens",-92.6165564827212,15.4173882405618
"5440","Calyptranthes pallens",-84.52111,10.12305
"5441","Calyptranthes pallens",-82.496788,23.001772
"5442","Calyptranthes pallens",-83.93805,9.83722
"5443","Calyptranthes pallens",-83.85,9.65
"5444","Calyptranthes pallens",-84.1,10.1
"5445","Calyptranthes pallens",-83.81,9.88
"5446","Calyptranthes pallens",-104.917222,19.7375
"5447","Calyptranthes pallens",-74.306676,18.650004
"5448","Calyptranthes pallens",-84.03,10.05
"5449","Calyptranthes pallens",-83.81666,9.88333
"5450","Calyptranthes pallens",-76.897916,20.093138
"5451","Calyptranthes pallens",-96.825,19.258333
"5452","Calyptranthes pallens",-84.16,10.03833
"5453","Calyptranthes pallens",-77.2,18.12
"5454","Calyptranthes pallens",-82.456346,23.094654
"5455","Calyptranthes pallens",-71.207812,18.1905
"5456","Calyptranthes pallens",-78.17,18.35
"5457","Calyptranthes pallens",-83.91,9.64
"5458","Calyptranthes pallens",-103.380278,19.2525
"5459","Calyptranthes pallens",-86.26667,12.28333
"5460","Calyptranthes pallens",-84.18806,9.97028
"5461","Calyptranthes pallens",-92.65833,15.31944
"5462","Calyptranthes pallens",-85.53,10.28
"5463","Calyptranthes pallens",-77.25,18.17
"5464","Calyptranthes pallens",-79.5,22
"5465","Calyptranthes pallens",-103.423278,18.692833
"5466","Calyptranthes pallens",-82.959097,8.785139
"5467","Calyptranthes pallens",-82.5,23.02
"5468","Calyptranthes pallens",-71.1,18.2
"5469","Calyptranthes pulchella",-72.62242,1.28544
"5470","Calyptranthes pulchella",-72.634972,1.276639
"5471","Calyptranthes pulchella",-72.63167,1.28783
"5472","Calyptranthes pulchella",-72.63919,1.29047
"5473","Calyptranthes pulchella",-43.503056,-20.359861
"5474","Calyptranthes pulchella",-40.576667,-13.002778
"5475","Calyptranthes pulchella",-40.536889,-19.969806
"5476","Calyptranthes pulchella",-43.419466,-18.912102
"5477","Calyptranthes pulchella",-39.516667,-12.766667
"5478","Calyptranthes pulchella",-72.78,1.15
"5479","Calyptranthes pulchella",-68.096903,-9.713956
"5480","Calyptranthes pulchella",-72.63,2.6
"5481","Calyptranthes pulchella",-57.07,-5.454167
"5482","Calyptranthes pulchella",-43.675081,-20.492106
"5483","Calyptranthes pulchella",-43.515,-20.129167
"5484","Calyptranthes pulchella",-72.7,2.47
"5485","Calyptranthes pulchella",-41.367444,-13.020667
"5486","Calyptranthes pulchella",-43.488889,-20.431944
"5487","Calyptranthes pulchella",-43.487778,-20.099167
"5488","Calyptranthes pulchella",-43.461944,-20.105556
"5489","Calyptranthes pulchella",-43.511111,-20.367778
"5490","Calyptranthes pulchella",-43.51136,-20.36794
"5491","Calyptranthes pulchella",-43.503475,-20.357758
"5492","Calyptranthes pulchella",-43.72965,-18.951247
"5493","Calyptranthes pulchella",-43.483333,-20.083333
"5494","Calyptranthes pulchella",-72.64,2.5
"5495","Calyptranthes pulchella",-66.689722,0.280917
"5496","Calyptranthes pulchella",-41.9625,-13.511944
"5497","Calyptranthes pulchella",-43.526944,-20.093333
"5498","Calyptranthes pulchella",-41.945278,-13.524167
"5499","Calyptranthes pulchella",-41.903889,-13.538333
"5500","Calyptranthes pulchella",-41.9625,-13.5119
"5501","Calyptranthes pulchella",-39.536111,-14.770278
"5502","Calyptranthes pulchella",-39.5611,-14.8028
"5503","Calyptranthes pulchella",-60.2419,5.67844
"5504","Calyptranthes pulchella",-60.2152,5.68756
"5505","Calyptranthes pulchella",-60.241944,5.678333
"5506","Calyptranthes pulchella",-60.215278,5.6875
"5507","Calyptranthes pulchella",-60.6062,6.07269
"5508","Calyptranthes pulchella",-70.03,1.18
"5509","Calyptranthes pulchella",-59.8206,5.11008
"5510","Calyptranthes pulchella",-59.8406,5.08142
"5511","Calyptranthes pulchella",-59.8616,5.06758
"5512","Calyptranthes pulchella",-40.583333,-19.984167
"5513","Calyptranthes pulchella",-43.508472,-20.369083
"5514","Calyptranthes pulchella",-43.508333,-20.368889
"5515","Calyptranthes pulchella",-70.4886,-9.4214
"5516","Calyptranthes pulchella",-59.9594,5.37278
"5517","Calyptranthes pulchella",-59.9767,5.38667
"5518","Calyptranthes pulchella",-59.9758,5.38472
"5519","Calyptranthes pulchella",-79.06666,-3.96666
"5520","Calyptranthes pulchella",-41.924722,-13.261944
"5521","Calyptranthes pulchella",-41.919722,-13.264444
"5522","Calyptranthes pulchella",-72.45,0.07
"5523","Calyptranthes pulchella",-43.369444,-18.011944
"5524","Calyptranthes pulchella",-72.460556,0.065833
"5525","Calyptranthes pulchella",-43.369444,-18.145278
"5526","Calyptranthes pulchella",-41.97,-13.5
"5527","Calyptranthes pulchella",-40.530278,-19.971389
"5528","Calyptranthes pulchella",-69.76,-2.91
"5529","Calyptranthes pulchella",-40.635556,-19.925556
"5530","Calyptranthes pulchella",-41.369167,-12.635556
"5531","Calyptranthes pulchella",-41.45,-12.466667
"5532","Calyptranthes pulchella",-41.866667,-13.5
"5533","Calyptranthes pulchella",-56.193611,3.928056
"5534","Calyptranthes pulchella",-56.21222,3.90888
"5535","Calyptranthes pulchella",-56.21,3.9
"5536","Calyptranthes pulchella",-56.212222,3.908889
"5537","Calyptranthes pulchella",-72.68,2.48
"5538","Calyptranthes pulchella",-72.77,2.48
"5539","Calyptranthes pulchella",-43.678917,-19.818778
"5540","Calyptranthes pulchella",-72.68,2.53
"5541","Calyptranthes pulchella",-79.1303,-4.46
"5542","Calyptranthes pulchella",-59.833333,4.7
"5543","Calyptranthes pulchella",-64.50166,7.50222
"5544","Calyptranthes pulchella",-59.83,4.7
"5545","Calyptranthes pulchella",-79.1247,-4.4803
"5546","Calyptranthes pulchella",-43.6667,-19.9
"5547","Calyptranthes pulchella",-40.5180837747994,-11.1844226250214
"5548","Calyptranthes pulchella",-40.53,-19.97
"5549","Calyptranthes pulchella",-78,-2.5
"5550","Calyptranthes pulchella",-59.8667,5.06667
"5551","Calyptranthes pulchella",-73.89972,2.54611
"5552","Calyptranthes pulchella",-41.9,-13.266667
"5553","Calyptranthes pulchella",-41.9,-13.27
"5554","Calyptranthes pulchella",-73.531667,-3.882222
"5555","Calyptranthes pulchella",-73.5833,-3.91667
"5556","Calyptranthes pulchella",-72.4,-0.59
"5557","Calyptranthes pulchella",-72.833333,1.116667
"5558","Calyptranthes pulchella",-59.83333,5.08333
"5559","Calyptranthes pulchella",-59.83,5.08
"5560","Calyptranthes pulchella",-60.23333,5.68333
"5561","Calyptranthes pulchella",-60.2333,5.68333
"5562","Calyptranthes pulchella",-43.25,-21.72
"5563","Calyptranthes pulchella",-59.9167,5
"5564","Calyptranthes pulchella",-73.58333,-3.91666
"5565","Calyptranthes pulchella",-74.17,2.12
"5566","Calyptranthes pulchella",-41.966667,-13.516667
"5567","Calyptranthes pulchella",-41.97,-13.52
"5568","Calyptranthes pulchella",-41.9667,-13.5167
"5569","Calyptranthes pulchella",-72.39,-0.58
"5570","Calyptranthes pulchella",-41.92,-13.5
"5571","Calyptranthes pulchella",-73.33333,-4.16666
"5572","Calyptranthes pulchella",-43.9,-18.32
"5573","Calyptranthes pulchella",-67.4,-0.5
"5574","Calyptranthes pulchella",-62.08333,5.2
"5575","Calyptranthes pulchella",-62.8333,-7.33333
"5576","Calyptranthes pulchella",-59,-6.83333
"5577","Calyptranthes pulchella",-74.14,-9.1839
"5578","Calyptranthes pulchella",-73.25,-3.91666
"5579","Calyptranthes pulchella",-73.25,-3.92
"5580","Calyptranthes pulchella",-73.25,-3.91667
"5581","Calyptranthes pulchella",-57.92,-4.75
"5582","Calyptranthes pulchella",-57.67,-4.416667
"5583","Calyptranthes pulchella",-57.666667,-4.416667
"5584","Calyptranthes pulchella",-57.916667,-4.75
"5585","Calyptranthes pulchella",-57.6667,-4.41667
"5586","Calyptranthes pulchella",-57.67,-4.42
"5587","Calyptranthes pulchella",-79.65,9.4
"5588","Calyptranthes pulchella",-79.6,9.4
"5589","Calyptranthes pulchella",-63.66666,5.83333
"5590","Calyptranthes pulchella",-75,-4
"5591","Calyptranthes pulchella",-73.265556,-3.690833
"5592","Calyptranthes pulchella",-73.75,-2.66666
"5593","Calyptranthes pulchella",-73.309444,-3.813333
"5594","Calyptranthes pulchella",-79.790833,9.328333
"5595","Calyptranthes pulchella",-79.76666,9.16666
"5596","Calyptranthes pulchella",-79.75,9.35
"5597","Calyptranthes pulchella",-48.72,-25.43
"5598","Calyptranthes pulchella",-79.61666,9.20888
"5599","Calyptranthes pulchella",-52.53381,-0.86071
"5600","Calyptranthes pulchella",-79.683333,9.316667
"5601","Calyptranthes pulchella",-51.983333,1.916667
"5602","Calyptranthes pulchella",-67.43652,-10.09946
"5603","Calyptranthes pulchella",-67.78,-9.97
"5604","Calyptranthes pulchella",-62.41,5.93
"5605","Calyptranthes pulchella",-59.5,5.18
"5606","Calyptranthes pulchella",-60.65,5.2
"5607","Calyptranthes pulchella",-66,3.5
"5608","Calyptranthes pulchella",-52.299387,3.176461
"5609","Calyptranthes pulchella",-60.512433,-2.95987
"5610","Calyptranthes pulchella",-56.16,3.91
"5611","Calyptranthes pulchella",-56.15,3.77
"5612","Calyptranthes pulchella",-70.25,-7.5
"5613","Calyptranthes pulchella",-48.476133,-22.204289
"5614","Calyptranthes pulchella",-55.625,4.1006
"5615","Calyptranthes pulchella",-78.1869,-1.4628
"5616","Calyptranthes pulchella",-60.96666,5.3
"5617","Calyptranthes pulchella",-72.68333,2.48333
"5618","Calyptranthes pulchella",-72.69031,2.49489
"5619","Calyptranthes pulchella",-72.77833,2.48893
"5620","Calyptranthes pulchella",-72.702278,2.4785
"5621","Calyptranthes pulchella",-72.642167,2.506283
"5622","Calyptranthes pulchella",-73.41944,2.21667
"5623","Calyptranthes restingae",-38.916667,-12.766667
"5624","Calyptranthes restingae",-39.051389,-15.272222
"5625","Calyptranthes restingae",-39.014722,-14.975278
"5626","Calyptranthes restingae",-39.050833,-15.27
"5627","Calyptranthes restingae",-39.008833,-14.971833
"5628","Calyptranthes sintenisii",-70.666667,19.133333
"5629","Calyptranthes sintenisii",-69.4833,19.0833
"5630","Calyptranthes sintenisii",-66.7525,18.3462
"5631","Calyptranthes sintenisii",-68.9,18.36666
"5632","Calyptranthes sintenisii",-69.2333,18.45
"5633","Calyptranthes sintenisii",-69.334395,19.216034
"5634","Calyptranthes sintenisii",-70.4583,18.4833
"5635","Calyptranthes sintenisii",-69.58333,19.08333
"5636","Calyptranthes sintenisii",-66.283333,18.45
"5637","Calyptranthes sintenisii",-66.266667,18.466667
"5638","Calyptranthes sintenisii",-66.267656,18.474157
"5639","Calyptranthes sintenisii",-69.58,19.08
"5640","Calyptranthes sintenisii",-69.5833,19.0833
"5641","Calyptranthes sintenisii",-69.583333,19.083333
"5642","Calyptranthes sintenisii",-69.1,18.4
"5643","Calyptranthes sintenisii",-66.91563,17.9785
"5644","Calyptranthes sintenisii",-66.5124,18.18301
"5645","Calyptranthes sintenisii",-66.293828,18.470595
"5646","Calyptranthes sintenisii",-66.273284,18.452637
"5647","Calyptranthes sintenisii",-66.16629,18.35629
"5648","Calyptranthes sintenisii",-66.05729,18.397706
"5649","Calyptranthes sintenisii",-70.15,19.32
"5650","Calyptranthes sintenisii",-66.273396,18.450055
"5651","Calyptranthes sintenisii",-66.93,18.48
"5652","Calyptranthes sintenisii",-65.87162,18.255005
"5653","Calyptranthes sintenisii",-65.72,18.37
"5654","Calyptranthes sintenisii",-70.711182,19.801344
"5655","Calyptrogenia biflora",-69.9602,18.6537
"5656","Calyptrogenia grandiflora",-70.3075,18.433611
"5657","Calyptrogenia grandiflora",-70.35,18.4333
"5658","Calyptrogenia grandiflora",-70.3417,18.4667
"5659","Calyptrogenia grandiflora",-71.2,18.1667
"5660","Calyptrogenia grandiflora",-74.4,18.3667
"5661","Calyptrogenia grandiflora",-71.2833,18.3
"5662","Calyptrogenia grandiflora",-70.3,18.4333
"5663","Calyptrogenia grandiflora",-71.225,18.125
"5664","Calyptrogenia grandiflora",-73.8833,18.3833
"5665","Calyptrogenia grandiflora",-71.125,18.1167
"5666","Campomanesia aromatica",-42.172222,-2.737222
"5667","Campomanesia aromatica",-42.517778,-5.119722
"5668","Campomanesia aromatica",-37.7337,-11.4507
"5669","Campomanesia aromatica",-35.191944,-5.813056
"5670","Campomanesia aromatica",-38.426611,-3.877722
"5671","Campomanesia aromatica",-40.819722,-3.963333
"5672","Campomanesia aromatica",-35.192089,-5.813097
"5673","Campomanesia aromatica",-40.81975,-3.96325
"5674","Campomanesia aromatica",-40.817778,-3.961944
"5675","Campomanesia aromatica",-40.817778,-3.962056
"5676","Campomanesia aromatica",-35.756111,-6.977778
"5677","Campomanesia aromatica",-37.226111,-8.555
"5678","Campomanesia aromatica",-37.171,-10.4906
"5679","Campomanesia aromatica",-57.060547,2.686886
"5680","Campomanesia aromatica",-57.013008,2.566108
"5681","Campomanesia aromatica",-35.504984,-6.750016
"5682","Campomanesia aromatica",-71.860544,6.478967
"5683","Campomanesia aromatica",-39.474167,-11.943889
"5684","Campomanesia aromatica",-43.344167,-18.571389
"5685","Campomanesia aromatica",-49.356111,-26.24
"5686","Campomanesia aromatica",-38.641297,-3.713997
"5687","Campomanesia aromatica",-35.35,-6.072778
"5688","Campomanesia aromatica",-37.126978,-10.853164
"5689","Campomanesia aromatica",-37.134222,-10.8386
"5690","Campomanesia aromatica",-37.6,-11.8
"5691","Campomanesia aromatica",-40.86,-4.140006
"5692","Campomanesia aromatica",-40.742639,-3.752722
"5693","Campomanesia aromatica",-40.7425,-3.7525
"5694","Campomanesia aromatica",-40.942778,-3.254444
"5695","Campomanesia aromatica",-40.86,-4.14
"5696","Campomanesia aromatica",-36.962055,-8.434333
"5697","Campomanesia aromatica",-40.890278,-3.741389
"5698","Campomanesia aromatica",-37.766389,-11.483333
"5699","Campomanesia aromatica",-37.438056,-11.268611
"5700","Campomanesia aromatica",-36.800833,-10.346944
"5701","Campomanesia aromatica",-37.840556,-11.373333
"5702","Campomanesia aromatica",-37.79,-11.273889
"5703","Campomanesia aromatica",-37.186944,-10.728611
"5704","Campomanesia aromatica",-37.148333,-10.688611
"5705","Campomanesia aromatica",-37.193056,-10.491944
"5706","Campomanesia aromatica",-37.65,-10.918056
"5707","Campomanesia aromatica",-37.998056,-11.184167
"5708","Campomanesia aromatica",-37.4724,-11.1626
"5709","Campomanesia aromatica",-35.198889,-5.928056
"5710","Campomanesia aromatica",-35.19889,-5.92806
"5711","Campomanesia aromatica",-41.083333,-3.55
"5712","Campomanesia aromatica",-39.166667,-12.766667
"5713","Campomanesia aromatica",-42.883056,-18.058056
"5714","Campomanesia aromatica",-37.0528,-10.5347
"5715","Campomanesia aromatica",-37.052778,-10.534722
"5716","Campomanesia aromatica",-37.052722,-10.534833
"5717","Campomanesia aromatica",-35.756944,-8.150556
"5718","Campomanesia aromatica",-37.129722,-10.707417
"5719","Campomanesia aromatica",-37.054667,-10.536861
"5720","Campomanesia aromatica",-50.184222,-6.098611
"5721","Campomanesia aromatica",-35.183333,-5.933333
"5722","Campomanesia aromatica",-36.786389,-9.541389
"5723","Campomanesia aromatica",-35.735,-7.0325
"5724","Campomanesia aromatica",-35.704167,-6.97
"5725","Campomanesia aromatica",-35.759722,-7.078611
"5726","Campomanesia aromatica",-35.229167,-5.988333
"5727","Campomanesia aromatica",-36.809167,-9.559167
"5728","Campomanesia aromatica",-35.7042,-6.97
"5729","Campomanesia aromatica",-36.430278,-9.253333
"5730","Campomanesia aromatica",-36.279167,-10.0575
"5731","Campomanesia aromatica",-36.4303,-9.2533
"5732","Campomanesia aromatica",-37.099194,-10.511
"5733","Campomanesia aromatica",-71.915547,6.381656
"5734","Campomanesia aromatica",-37.623333,-11.961667
"5735","Campomanesia aromatica",-34.973333,-6.516389
"5736","Campomanesia aromatica",-47.740556,-7.136944
"5737","Campomanesia aromatica",-35.750556,-6.965556
"5738","Campomanesia aromatica",-36.663958,-9.755569
"5739","Campomanesia aromatica",-36.809167,-10.059167
"5740","Campomanesia aromatica",-36.607778,-10.291111
"5741","Campomanesia aromatica",-47.643611,-7.330556
"5742","Campomanesia aromatica",-47.643611,-7.330555
"5743","Campomanesia aromatica",-37.684167,-9.805278
"5744","Campomanesia aromatica",-35.194444,-5.842222
"5745","Campomanesia aromatica",-38.048611,-12.017778
"5746","Campomanesia aromatica",-36.201944,-10.118611
"5747","Campomanesia aromatica",-34.978611,-6.493611
"5748","Campomanesia aromatica",-34.980833,-6.495833
"5749","Campomanesia aromatica",-36.94,-10.5933
"5750","Campomanesia aromatica",-34.9808,-6.4958
"5751","Campomanesia aromatica",-36.94,-10.593333
"5752","Campomanesia aromatica",-38.25,-9.3925
"5753","Campomanesia aromatica",-37.315,-10.758056
"5754","Campomanesia aromatica",-38.033333,-11.866667
"5755","Campomanesia aromatica",-51.547222,-6.341667
"5756","Campomanesia aromatica",-50.334167,-6.4125
"5757","Campomanesia aromatica",-36.3925,-9.975833
"5758","Campomanesia aromatica",-50.341667,-6.4125
"5759","Campomanesia aromatica",-47.642778,-7.330278
"5760","Campomanesia aromatica",-47.490278,-7.285556
"5761","Campomanesia aromatica",-47.642777,-7.330278
"5762","Campomanesia aromatica",-47.490277,-7.285555
"5763","Campomanesia aromatica",-34.978633,-6.493619
"5764","Campomanesia aromatica",-36.402222,-9.620556
"5765","Campomanesia aromatica",-41.934667,-4.74975
"5766","Campomanesia aromatica",-47.461111,-7.476667
"5767","Campomanesia aromatica",-38.970556,-12.1975
"5768","Campomanesia aromatica",-41.724722,-4.097778
"5769","Campomanesia aromatica",-51.238889,-6.328889
"5770","Campomanesia aromatica",-40.087778,-19.144444
"5771","Campomanesia aromatica",-40.087828,-19.144451
"5772","Campomanesia aromatica",-50.5,-6.666667
"5773","Campomanesia aromatica",-50.336944,-6.284722
"5774","Campomanesia aromatica",-50.146944,-6.344444
"5775","Campomanesia aromatica",-50.385278,-6.371667
"5776","Campomanesia aromatica",-50.127222,-6.328889
"5777","Campomanesia aromatica",-50.336944,-6.297222
"5778","Campomanesia aromatica",-40.064615,-19.389282
"5779","Campomanesia aromatica",-38.486111,-3.798611
"5780","Campomanesia aromatica",-50.153889,-6.09
"5781","Campomanesia aromatica",-49.7,-6.314167
"5782","Campomanesia aromatica",-36.366944,-9.836667
"5783","Campomanesia aromatica",-40.866667,-3.162222
"5784","Campomanesia aromatica",-37.010278,-8.4325
"5785","Campomanesia aromatica",-42.276111,-4.912222
"5786","Campomanesia aromatica",-41.686944,-2.910555
"5787","Campomanesia aromatica",-55.067333,5.168167
"5788","Campomanesia aromatica",-37.217778,-9.238889
"5789","Campomanesia aromatica",-35.416667,-6.535278
"5790","Campomanesia aromatica",-42.145013,-4.876858
"5791","Campomanesia aromatica",-38.45,-3.88333
"5792","Campomanesia aromatica",-68.8,-14.2333
"5793","Campomanesia aromatica",-68.717222,-14.155833
"5794","Campomanesia aromatica",-68.735,-14.164167
"5795","Campomanesia aromatica",-68.74,-14.158333
"5796","Campomanesia aromatica",-68.745,-14.145556
"5797","Campomanesia aromatica",-56.7889,2.325
"5798","Campomanesia aromatica",-56.8014,2.35222
"5799","Campomanesia aromatica",-35.835556,-8.335833
"5800","Campomanesia aromatica",-37.888889,-4.395556
"5801","Campomanesia aromatica",-37.7075,-4.536111
"5802","Campomanesia aromatica",-38.971167,-4.206028
"5803","Campomanesia aromatica",-37.7075,-4.53611
"5804","Campomanesia aromatica",-68.575,-14.328333
"5805","Campomanesia aromatica",-68.575,-14.3283
"5806","Campomanesia aromatica",-68.6519,-14.1997
"5807","Campomanesia aromatica",-68.651944,-14.199722
"5808","Campomanesia aromatica",-68.6519,-14.1994
"5809","Campomanesia aromatica",-35.8375,-8.3325
"5810","Campomanesia aromatica",-35.125833,-6.838889
"5811","Campomanesia aromatica",-40.120833,-6.600278
"5812","Campomanesia aromatica",-42.37405,-3.858033
"5813","Campomanesia aromatica",-42.378972,-3.863389
"5814","Campomanesia aromatica",-68.5419,-14.4644
"5815","Campomanesia aromatica",-38.933056,-4.297167
"5816","Campomanesia aromatica",-35.166667,-6.716667
"5817","Campomanesia aromatica",-41.706389,-4.125833
"5818","Campomanesia aromatica",-41.725556,-4.097222
"5819","Campomanesia aromatica",-37.818611,-9.511944
"5820","Campomanesia aromatica",-40.083333,-13.85
"5821","Campomanesia aromatica",-37.304444,-10.658056
"5822","Campomanesia aromatica",-63.5675,-15.75
"5823","Campomanesia aromatica",-41.722222,-4.098056
"5824","Campomanesia aromatica",-41.703384,-4.108311
"5825","Campomanesia aromatica",-39.186667,-12.163611
"5826","Campomanesia aromatica",-39.1867,-12.1636
"5827","Campomanesia aromatica",-38.816667,-3.566667
"5828","Campomanesia aromatica",-41.583333,-9.416667
"5829","Campomanesia aromatica",-40.35,-10.733333
"5830","Campomanesia aromatica",-37.439722,-7.183333
"5831","Campomanesia aromatica",-54.04,3.65
"5832","Campomanesia aromatica",-41.1983,-11.5928
"5833","Campomanesia aromatica",-63.7,-17.5333
"5834","Campomanesia aromatica",-40.97909,-3.891125
"5835","Campomanesia aromatica",-36.41667,-9.25
"5836","Campomanesia aromatica",-64.83,4.1795
"5837","Campomanesia aromatica",-60.9123,-13.594
"5838","Campomanesia aromatica",-37.833333,-11.559167
"5839","Campomanesia aromatica",-37.5,-11.3333
"5840","Campomanesia aromatica",-37.425861,-11.385528
"5841","Campomanesia aromatica",-59.71666,2.88333
"5842","Campomanesia aromatica",-57.5,-25.15
"5843","Campomanesia aromatica",-64.4,-17.21666
"5844","Campomanesia aromatica",-63.35,-17.75
"5845","Campomanesia aromatica",-63.65,-17.45583
